Tip100	OpenChrVG	tpm	type	Arid3a	MEIS1	NFIX	SOX9	SOX10	NFATC1	ATF4	Ddit3Cebpa	ZBTB26	JUN	TBX3	Dlx4	TFAP4
NonVen_Cv1-hAT-Tip100_22	FALSE	NA	NA	6	1	0	2	1	2	1	2	2	1	0	3	0
NonVen_Cv1-hAT-Tip100_23	FALSE	NA	NA	6	0	0	2	1	3	1	2	1	1	1	2	0
NonVen_Cv1-hAT-Tip100_24	FALSE	NA	NA	7	1	1	1	2	3	1	2	1	1	0	3	1
NonVen_Cv1-hAT-Tip100_133	FALSE	NA	NA	4	0	0	0	0	0	0	0	0	0	1	0	0
NonVen_Cv1-hAT-Tip100_25	FALSE	NA	NA	2	0	0	0	0	1	0	0	2	0	0	0	1
NonVen_Cv1-hAT-Tip100_26	FALSE	NA	NA	6	1	1	1	2	2	1	3	1	1	2	3	1
NonVen_Cv1-hAT-Tip100_27	FALSE	NA	NA	4	0	0	1	0	0	0	0	1	0	1	1	0
NonVen_Cv1-hAT-Tip100_58	FALSE	NA	NA	5	1	1	1	1	1	0	2	0	0	1	1	0
NonVen_Cv1-hAT-Tip100_59	FALSE	NA	NA	5	1	1	1	1	3	1	1	2	1	0	3	1
NonVen_Cv1-hAT-Tip100_28	FALSE	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0
NonVen_Cv1-hAT-Tip100_29	FALSE	NA	NA	6	1	1	1	1	3	0	0	0	0	1	2	0
NonVen_Cv1-hAT-Tip100_288	FALSE	NA	NA	4	0	0	1	1	2	0	1	0	0	0	1	0
NonVen_Cv1-hAT-Tip100_30	FALSE	NA	NA	7	1	1	2	2	4	1	3	2	1	0	3	1
NonVen_Cv1-hAT-Tip100_31	FALSE	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0
NonVen_Cv1-hAT-Tip100_32	FALSE	NA	NA	4	1	1	1	1	2	0	2	0	0	1	1	0
NonVen_Cv1-hAT-Tip100_204	FALSE	NA	NA	6	1	1	2	1	3	0	1	1	0	1	3	0
NonVen_Cv1-hAT-Tip100_33	FALSE	NA	NA	6	0	1	1	2	4	0	1	2	0	2	1	1
NonVen_Cv1-hAT-Tip100_34	FALSE	NA	NA	3	0	0	1	0	1	0	0	2	0	1	0	0
NonVen_Cv1-hAT-Tip100_35	FALSE	NA	NA	2	1	1	0	1	0	1	1	0	1	0	2	0
NonVen_Cv1-hAT-Tip100_36	FALSE	NA	NA	5	0	1	1	1	2	0	1	2	0	1	2	0
NonVen_Cv1-hAT-Tip100_37	FALSE	NA	NA	6	0	1	2	1	3	1	3	2	1	2	3	1
NonVen_Cv1-hAT-Tip100_134	FALSE	NA	NA	5	0	0	1	2	2	1	1	0	1	1	2	1
NonVen_Cv1-hAT-Tip100_205	FALSE	NA	NA	2	0	0	0	0	0	0	0	0	0	1	0	0
NonVen_Cv1-hAT-Tip100_38	FALSE	NA	NA	5	1	1	2	2	3	1	2	2	1	2	3	1
NonVen_Cv1-hAT-Tip100_60	FALSE	NA	NA	7	1	0	2	1	4	1	3	1	1	1	3	1
NonVen_Cv1-hAT-Tip100_135	FALSE	NA	NA	4	1	0	1	0	2	0	1	0	0	1	0	0
NonVen_Cv1-hAT-Tip100_289	FALSE	NA	NA	6	1	1	2	1	3	1	1	2	1	1	3	0
NonVen_Cv1-hAT-Tip100_206	FALSE	NA	NA	7	0	1	2	2	3	1	2	2	1	1	2	1
NonVen_Cv1-hAT-Tip100_207	TRUE	NA	NA	6	1	0	0	1	2	0	1	0	0	0	0	0
NonVen_Cv1-hAT-Tip100_39	FALSE	NA	NA	6	1	1	2	1	4	1	3	2	1	2	3	1
NonVen_Cv1-hAT-Tip100_208	FALSE	NA	NA	5	1	1	2	1	4	1	2	1	1	2	3	1
NonVen_Cv1-hAT-Tip100_40	TRUE	NA	NA	6	1	1	1	1	4	1	2	2	1	2	3	1
NonVen_Cv1-hAT-Tip100_209	FALSE	NA	NA	7	1	1	1	2	4	1	3	2	1	2	3	1
NonVen_Cv1-hAT-Tip100_290	FALSE	NA	NA	4	1	1	1	0	2	0	0	0	0	2	1	0
NonVen_Cv1-hAT-Tip100_313	FALSE	NA	NA	3	1	1	0	1	2	1	2	0	1	1	2	0
NonVen_Cv1-hAT-Tip100_41	FALSE	NA	NA	1	0	1	0	1	0	0	0	0	0	0	0	0
NonVen_Cv1-hAT-Tip100_42	TRUE	NA	NA	2	0	0	0	0	0	0	0	0	0	0	0	0
NonVen_Cv1-hAT-Tip100_136	FALSE	NA	NA	6	0	1	2	2	4	0	1	1	0	2	3	1
NonVen_Cv1-hAT-Tip100_210	FALSE	NA	NA	6	1	0	2	1	3	0	1	1	0	1	1	1
NonVen_Cv1-hAT-Tip100_61	FALSE	NA	NA	5	1	1	2	1	2	1	2	2	1	0	2	1
NonVen_Cv1-hAT-Tip100_62	FALSE	NA	NA	6	1	1	1	2	4	1	3	2	1	2	3	1
NonVen_Cv1-hAT-Tip100_314	FALSE	NA	NA	6	0	0	2	0	2	1	3	1	1	1	2	1
NonVen_Cv1-hAT-Tip100_291	FALSE	NA	NA	4	1	1	0	0	2	0	0	0	0	2	2	0
NonVen_Cv1-hAT-Tip100_63	FALSE	NA	NA	6	1	0	2	2	2	1	2	2	1	1	2	1
NonVen_Cv1-hAT-Tip100_211	FALSE	NA	NA	2	1	1	1	0	1	0	1	0	0	2	1	0
NonVen_Cv1-hAT-Tip100_212	FALSE	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0
NonVen_Cv1-hAT-Tip100_213	FALSE	NA	NA	6	1	1	2	2	3	1	2	2	1	2	3	1
NonVen_Cv1-hAT-Tip100_315	FALSE	NA	NA	5	0	1	2	2	3	0	1	1	0	2	1	1
NonVen_Cv1-hAT-Tip100_137	FALSE	NA	NA	6	1	1	1	1	3	1	2	2	1	1	3	1
NonVen_Cv1-hAT-Tip100_214	TRUE	NA	NA	1	0	0	0	0	0	0	0	0	0	1	0	0
NonVen_Cv1-hAT-Tip100_215	FALSE	NA	NA	2	1	1	0	1	2	0	1	0	0	0	1	0
NonVen_Cv1-hAT-Tip100_292	FALSE	NA	NA	4	1	1	1	1	4	1	2	2	1	1	2	0
NonVen_Cv1-hAT-Tip100_43	FALSE	NA	NA	4	1	0	0	1	3	1	2	1	1	1	2	1
NonVen_Cv1-hAT-Tip100_216	FALSE	NA	NA	5	1	1	1	2	3	1	2	2	1	2	3	1
NonVen_Cv1-hAT-Tip100_217	FALSE	NA	NA	7	1	1	1	2	3	1	3	1	1	2	3	1
NonVen_Cv1-hAT-Tip100_293	FALSE	NA	NA	5	1	1	0	0	2	1	1	0	1	1	1	0
NonVen_Cv1-hAT-Tip100_294	FALSE	NA	NA	0	0	0	1	0	0	0	0	0	0	0	0	0
NonVen_Cv1-hAT-Tip100_218	FALSE	NA	NA	6	1	1	2	1	2	1	2	2	1	1	3	1
NonVen_Cv1-hAT-Tip100_44	FALSE	NA	NA	6	0	1	2	1	2	0	0	2	0	0	0	1
NonVen_Cv1-hAT-Tip100_219	FALSE	NA	NA	3	1	1	0	1	0	0	1	0	0	1	1	0
NonVen_Cv1-hAT-Tip100_220	FALSE	NA	NA	7	1	1	2	1	4	1	2	2	1	1	3	1
NonVen_Cv1-hAT-Tip100_45	FALSE	NA	NA	6	0	1	1	2	2	1	2	1	1	1	2	1
NonVen_Cv1-hAT-Tip100_221	FALSE	NA	NA	7	1	1	1	1	2	1	3	2	1	2	3	1
NonVen_Cv1-hAT-Tip100_222	FALSE	NA	NA	6	1	1	2	1	2	0	2	2	0	2	3	0
NonVen_Cv1-hAT-Tip100_46	FALSE	NA	NA	7	0	1	1	1	2	1	2	1	1	2	3	1
NonVen_Cv1-hAT-Tip100_223	FALSE	NA	NA	5	0	1	1	0	4	1	2	2	1	2	2	0
NonVen_Cv1-hAT-Tip100_64	FALSE	NA	NA	6	1	1	1	1	1	1	2	1	1	2	2	1
NonVen_Cv1-hAT-Tip100_65	FALSE	NA	NA	5	1	1	1	1	1	1	1	1	1	1	0	1
NonVen_Cv1-hAT-Tip100_66	FALSE	NA	NA	5	1	1	1	1	1	0	1	1	0	2	0	1
NonVen_Cv1-hAT-Tip100_295	FALSE	NA	NA	1	0	0	1	1	1	0	1	0	0	1	1	0
NonVen_Cv1-hAT-Tip100_296	FALSE	NA	NA	6	1	1	1	1	3	1	2	2	1	2	3	1
NonVen_Cv1-hAT-Tip100_138	TRUE	NA	NA	7	1	1	2	2	3	1	3	2	1	2	3	1
NonVen_Cv1-hAT-Tip100_224	FALSE	NA	NA	4	1	1	1	1	3	1	1	2	1	0	2	0
NonVen_Cv1-hAT-Tip100_225	FALSE	NA	NA	6	1	1	2	1	2	0	0	2	0	1	2	1
NonVen_Cv1-hAT-Tip100_226	FALSE	NA	NA	2	1	1	1	1	3	0	2	2	0	2	0	0
NonVen_Cv1-hAT-Tip100_47	FALSE	NA	NA	5	1	1	0	1	3	1	2	1	1	2	3	1
NonVen_Cv1-hAT-Tip100_67	FALSE	NA	NA	5	1	1	1	1	3	1	1	2	1	1	2	0
NonVen_Cv1-hAT-Tip100_139	FALSE	NA	NA	5	1	1	1	1	0	0	0	0	0	0	3	0
NonVen_Cv1-hAT-Tip100_140	FALSE	NA	NA	7	0	1	1	1	4	1	3	2	1	2	3	1
NonVen_Cv1-hAT-Tip100_141	FALSE	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0
NonVen_Cv1-hAT-Tip100_142	FALSE	NA	NA	6	0	1	0	2	3	1	2	0	1	2	3	1
NonVen_Cv1-hAT-Tip100_227	FALSE	NA	NA	6	1	1	1	0	2	1	2	2	1	2	3	1
NonVen_Cv1-hAT-Tip100_228	FALSE	NA	NA	3	1	1	1	1	2	1	0	0	1	0	0	0
NonVen_Cv1-hAT-Tip100_229	FALSE	NA	NA	6	1	1	2	2	4	0	2	2	1	2	3	0
NonVen_Cv1-hAT-Tip100_230	TRUE	NA	NA	4	1	0	0	1	1	0	0	0	0	0	1	0
NonVen_Cv1-hAT-Tip100_143	FALSE	NA	NA	6	0	0	0	0	1	0	0	1	1	0	3	1
NonVen_Cv1-hAT-Tip100_144	FALSE	NA	NA	4	0	0	1	0	1	0	0	1	0	0	1	1
NonVen_Cv1-hAT-Tip100_68	TRUE	NA	NA	6	1	0	1	1	1	0	0	0	0	1	1	1
NonVen_Cv1-hAT-Tip100_69	FALSE	NA	NA	5	0	0	1	0	0	0	0	1	0	1	0	1
NonVen_Cv1-hAT-Tip100_70	FALSE	NA	NA	1	1	1	0	0	0	0	1	0	0	0	2	0
NonVen_Cv1-hAT-Tip100_71	FALSE	NA	NA	4	0	1	1	1	2	0	1	0	0	1	2	0
NonVen_Cv1-hAT-Tip100_145	FALSE	NA	NA	7	0	1	1	0	2	1	2	2	1	1	2	1
NonVen_Cv1-hAT-Tip100_146	FALSE	NA	NA	7	1	1	1	2	2	0	2	2	0	2	3	1
NonVen_Cv1-hAT-Tip100_231	FALSE	NA	NA	5	1	1	2	1	1	1	1	1	1	0	2	1
NonVen_Cv1-hAT-Tip100_72	FALSE	NA	NA	6	0	1	1	1	3	1	2	2	1	2	3	1
NonVen_Cv1-hAT-Tip100_232	FALSE	NA	NA	4	1	1	0	1	1	0	0	0	0	1	1	0
NonVen_Cv1-hAT-Tip100_147	FALSE	NA	NA	6	1	0	1	2	4	1	2	1	1	1	2	1
NonVen_Cv1-hAT-Tip100_233	FALSE	NA	NA	6	1	1	2	2	4	1	2	2	1	2	3	1
NonVen_Cv1-hAT-Tip100_73	FALSE	NA	NA	7	1	1	1	1	3	1	2	1	1	1	3	1
NonVen_Cv1-hAT-Tip100_234	FALSE	NA	NA	6	1	1	0	1	2	0	1	0	0	1	2	0
NonVen_Cv1-hAT-Tip100_148	FALSE	NA	NA	4	1	1	0	1	2	1	1	1	1	0	2	0
NonVen_Cv1-hAT-Tip100_149	FALSE	NA	NA	6	1	1	0	1	1	0	1	0	0	0	0	0
NonVen_Cv1-hAT-Tip100_150	FALSE	NA	NA	7	1	1	1	2	3	0	2	2	0	1	2	1
NonVen_Cv1-hAT-Tip100_151	FALSE	NA	NA	4	0	0	1	0	0	0	0	0	0	0	1	0
NonVen_Cv1-hAT-Tip100_152	FALSE	NA	NA	4	1	1	2	0	3	1	2	2	1	2	3	1
NonVen_Cv1-hAT-Tip100_154	FALSE	NA	NA	5	0	1	2	2	4	0	1	2	0	2	2	1
NonVen_Cv1-hAT-Tip100_155	TRUE	NA	NA	2	0	0	0	0	0	0	0	0	0	1	0	0
NonVen_Cv1-hAT-Tip100_156	FALSE	NA	NA	6	1	0	2	1	1	1	1	1	1	1	2	0
NonVen_Cv1-hAT-Tip100_157	FALSE	NA	NA	2	1	1	2	1	3	1	1	2	1	1	2	0
NonVen_Cv1-hAT-Tip100_235	FALSE	NA	NA	6	1	1	2	1	2	0	2	2	0	2	2	0
NonVen_Cv1-hAT-Tip100_158	FALSE	NA	NA	6	1	1	2	2	2	1	3	1	1	1	3	1
NonVen_Cv1-hAT-Tip100_159	FALSE	NA	NA	4	1	1	2	0	3	0	1	1	0	0	1	1
NonVen_Cv1-hAT-Tip100_160	FALSE	NA	NA	6	1	1	1	1	1	1	1	1	1	0	3	1
NonVen_Cv1-hAT-Tip100_74	FALSE	NA	NA	7	1	1	2	2	4	1	3	2	1	2	3	1
NonVen_Cv1-hAT-Tip100_75	FALSE	NA	NA	6	1	1	0	1	1	0	0	2	0	1	1	1
NonVen_Cv1-hAT-Tip100_76	FALSE	NA	NA	6	1	1	0	1	1	1	1	2	1	1	3	1
NonVen_Cv1-hAT-Tip100_161	FALSE	NA	NA	5	1	1	1	1	2	1	1	0	1	1	2	0
NonVen_Cv1-hAT-Tip100_236	FALSE	NA	NA	3	1	1	1	0	2	0	1	0	0	1	1	0
NonVen_Cv1-hAT-Tip100_77	FALSE	NA	NA	7	0	1	2	2	3	1	2	2	1	2	2	1
NonVen_Cv1-hAT-Tip100_162	TRUE	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0
NonVen_Cv1-hAT-Tip100_163	TRUE	NA	NA	0	0	0	0	1	1	0	0	0	0	0	0	0
NonVen_Cv1-hAT-Tip100_164	FALSE	NA	NA	6	1	1	1	2	3	1	3	2	1	1	3	1
NonVen_Cv1-hAT-Tip100_237	FALSE	NA	NA	5	1	0	1	1	3	1	3	2	1	1	3	1
NonVen_Cv1-hAT-Tip100_165	FALSE	NA	NA	4	0	1	1	0	2	1	1	0	1	2	2	0
NonVen_Cv1-hAT-Tip100_166	FALSE	NA	NA	5	1	1	1	1	1	0	2	0	0	1	1	0
NonVen_Cv1-hAT-Tip100_78	FALSE	NA	NA	6	1	1	1	2	3	0	1	2	0	2	3	0
NonVen_Cv1-hAT-Tip100_79	FALSE	NA	NA	7	1	1	1	0	4	1	3	2	1	1	3	0
NonVen_Cv1-hAT-Tip100_80	FALSE	NA	NA	4	0	0	1	0	1	0	0	2	0	1	1	0
NonVen_Cv1-hAT-Tip100_81	FALSE	NA	NA	5	1	1	1	2	4	0	1	1	0	2	1	0
NonVen_Cv1-hAT-Tip100_167	FALSE	NA	NA	4	1	1	2	2	4	0	0	2	0	1	3	1
NonVen_Cv1-hAT-Tip100_82	FALSE	NA	NA	4	1	1	2	0	3	1	2	2	1	2	2	1
NonVen_Cv1-hAT-Tip100_83	FALSE	NA	NA	2	1	1	2	1	3	1	2	2	1	2	1	0
NonVen_Cv1-hAT-Tip100_84	FALSE	NA	NA	2	1	1	2	1	3	1	2	2	1	2	1	0
NonVen_Cv1-hAT-Tip100_85	FALSE	NA	NA	5	1	1	1	1	1	0	0	0	0	1	0	0
NonVen_Cv1-hAT-Tip100_86	FALSE	NA	NA	6	1	1	1	1	2	1	2	2	1	2	2	1
NonVen_Cv1-hAT-Tip100_168	FALSE	NA	NA	7	1	1	2	2	4	1	3	2	1	2	2	1
NonVen_Cv1-hAT-Tip100_169	FALSE	NA	NA	7	1	1	2	2	4	1	3	2	1	2	2	1
NonVen_Cv1-hAT-Tip100_238	FALSE	NA	NA	7	0	1	2	2	4	1	3	2	1	2	3	1
NonVen_Cv1-hAT-Tip100_239	FALSE	NA	NA	2	0	0	0	0	1	0	1	0	0	0	1	0
NonVen_Cv1-hAT-Tip100_240	FALSE	NA	NA	1	0	0	0	0	0	0	0	0	0	0	0	0
NonVen_Cv1-hAT-Tip100_170	FALSE	NA	NA	5	1	1	1	2	3	1	2	1	1	1	3	1
NonVen_Cv1-hAT-Tip100_171	TRUE	NA	NA	3	1	0	1	2	4	1	2	1	1	2	2	1
NonVen_Cv1-hAT-Tip100_172	FALSE	NA	NA	2	1	1	0	1	2	1	2	0	1	1	1	0
NonVen_Cv1-hAT-Tip100_173	FALSE	NA	NA	5	1	1	0	1	2	0	1	0	0	0	1	0
NonVen_Cv1-hAT-Tip100_87	FALSE	NA	NA	4	1	1	1	1	2	0	2	0	0	1	1	0
NonVen_Cv1-hAT-Tip100_174	FALSE	NA	NA	2	1	0	2	1	2	1	2	2	1	2	3	1
NonVen_Cv1-hAT-Tip100_88	FALSE	NA	NA	3	1	0	1	1	2	0	2	0	0	1	2	0
NonVen_Cv1-hAT-Tip100_175	FALSE	NA	NA	3	1	1	1	1	1	0	0	0	0	1	0	0
NonVen_Cv1-hAT-Tip100_176	FALSE	NA	NA	5	1	0	0	1	1	0	1	0	0	0	0	0
NonVen_Cv1-hAT-Tip100_177	FALSE	NA	NA	3	0	1	0	1	2	0	2	0	0	1	1	0
NonVen_Cv1-hAT-Tip100_178	FALSE	NA	NA	5	1	0	2	2	3	1	1	2	0	2	1	1
NonVen_Cv1-hAT-Tip100_89	FALSE	NA	NA	7	1	1	2	2	4	1	3	2	1	2	3	1
NonVen_Cv1-hAT-Tip100_179	TRUE	NA	NA	7	1	1	1	1	2	1	3	1	1	2	3	1
NonVen_Cv1-hAT-Tip100_90	FALSE	NA	NA	6	1	1	2	2	3	1	1	1	1	2	2	1
NonVen_Cv1-hAT-Tip100_91	FALSE	NA	NA	4	1	1	1	0	2	0	2	0	0	1	1	0
NonVen_Cv1-hAT-Tip100_92	FALSE	NA	NA	7	1	0	2	2	4	1	3	1	1	1	3	1
NonVen_Cv1-hAT-Tip100_93	FALSE	NA	NA	3	1	1	1	1	2	0	0	0	0	0	2	0
NonVen_Cv1-hAT-Tip100_94	FALSE	NA	NA	4	0	1	1	0	2	1	1	0	1	1	2	0
NonVen_Cv1-hAT-Tip100_95	FALSE	NA	NA	7	1	0	1	2	4	1	3	1	1	1	3	1
NonVen_Cv1-hAT-Tip100_180	FALSE	NA	NA	1	0	0	0	0	0	0	1	0	0	1	0	0
NonVen_Cv1-hAT-Tip100_181	FALSE	NA	NA	5	0	0	1	1	3	1	3	2	1	2	2	1
NonVen_Cv1-hAT-Tip100_182	FALSE	NA	NA	4	1	1	1	0	0	1	1	0	1	1	1	1
NonVen_Cv1-hAT-Tip100_96	FALSE	NA	NA	2	0	0	0	0	0	0	0	0	0	1	0	0
NonVen_Cv1-hAT-Tip100_183	FALSE	NA	NA	5	1	0	2	1	3	1	2	2	1	2	3	1
NonVen_Cv1-hAT-Tip100_97	FALSE	NA	NA	3	0	1	1	1	1	0	0	2	0	1	0	1
NonVen_Cv1-hAT-Tip100_184	FALSE	NA	NA	4	1	1	2	1	1	0	0	2	0	1	1	1
NonVen_Cv1-hAT-Tip100_185	FALSE	NA	NA	4	1	1	1	1	2	1	1	0	1	0	2	0
NonVen_Cv1-hAT-Tip100_186	FALSE	NA	NA	3	0	0	1	0	1	0	0	2	0	0	0	1
NonVen_Cv1-hAT-Tip100_187	FALSE	NA	NA	4	1	1	1	1	3	1	2	2	1	2	2	1
NonVen_Cv1-hAT-Tip100_98	TRUE	NA	NA	6	1	1	1	2	3	1	3	2	1	2	3	1
NonVen_Cv1-hAT-Tip100_188	FALSE	NA	NA	5	1	1	1	1	2	0	2	0	0	1	2	0
NonVen_Cv1-hAT-Tip100_99	FALSE	NA	NA	6	0	1	1	2	2	0	0	0	0	0	1	1
NonVen_Cv1-hAT-Tip100_189	FALSE	NA	NA	5	1	0	2	1	2	1	1	1	1	1	2	0
NonVen_Cv1-hAT-Tip100_190	FALSE	NA	NA	4	1	0	1	1	2	1	1	1	1	1	2	0
NonVen_Cv1-hAT-Tip100_100	FALSE	NA	NA	7	1	1	1	2	3	1	3	2	1	2	3	1
NonVen_Cv1-hAT-Tip100_191	FALSE	NA	NA	6	1	1	0	0	1	1	1	1	1	1	2	0
NonVen_Cv1-hAT-Tip100_101	FALSE	NA	NA	5	1	1	1	1	1	1	2	1	1	1	1	1
NonVen_Cv1-hAT-Tip100_102	FALSE	NA	NA	4	1	0	0	0	2	0	1	0	0	1	1	0
NonVen_Cv1-hAT-Tip100_103	FALSE	NA	NA	6	1	1	2	2	3	0	1	2	0	2	1	1
NonVen_Cv1-hAT-Tip100_104	FALSE	NA	NA	7	1	1	1	1	3	1	3	2	1	2	3	1
NonVen_Cv1-hAT-Tip100_105	FALSE	NA	NA	6	1	1	2	1	3	0	1	1	0	1	3	1
NonVen_Cv1-hAT-Tip100_106	FALSE	NA	NA	4	0	1	0	0	0	0	1	0	0	1	0	0
NonVen_Cv1-hAT-Tip100_107	FALSE	NA	NA	6	1	1	2	2	3	1	2	2	1	2	2	1
NonVen_Cv1-hAT-Tip100_108	FALSE	NA	NA	4	1	1	1	1	1	0	1	0	0	0	1	0
NonVen_Cat1-hAT-Tip100_412	FALSE	NA	NA	2	0	0	0	0	0	0	0	0	0	1	0	0
NonVen_Cat1-hAT-Tip100_399	FALSE	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0
NonVen_Cat1-hAT-Tip100_217	FALSE	NA	NA	6	1	1	1	1	3	1	2	2	1	2	3	1
NonVen_Cat1-hAT-Tip100_334	FALSE	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0
NonVen_Cat1-hAT-Tip100_335	FALSE	NA	NA	1	0	0	0	0	0	0	0	0	0	1	0	0
NonVen_Cat1-hAT-Tip100_401	FALSE	NA	NA	6	1	0	1	2	3	1	1	1	1	1	3	1
NonVen_Cat1-hAT-Tip100_254	FALSE	NA	NA	4	0	0	1	0	1	0	0	1	0	0	1	1
NonVen_Cat1-hAT-Tip100_69	FALSE	NA	NA	4	1	1	2	1	2	1	2	2	1	2	2	0
NonVen_Cat1-hAT-Tip100_70	FALSE	NA	NA	5	0	1	2	1	1	1	2	1	1	1	2	1
NonVen_Cat1-hAT-Tip100_255	FALSE	NA	NA	7	1	1	2	2	3	1	2	2	1	0	3	1
NonVen_Cat1-hAT-Tip100_405	FALSE	NA	NA	0	0	0	0	1	1	0	1	0	0	1	0	0
NonVen_Cat1-hAT-Tip100_406	FALSE	NA	NA	6	1	1	1	0	0	1	1	1	1	1	2	1
NonVen_Cat1-hAT-Tip100_407	FALSE	NA	NA	6	0	1	1	0	1	0	0	2	0	1	2	1
NonVen_Cat1-hAT-Tip100_408	FALSE	NA	NA	1	0	0	0	1	1	0	2	0	0	1	0	0
NonVen_Cat1-hAT-Tip100_336	FALSE	NA	NA	3	0	1	1	1	1	0	0	2	0	0	0	1
NonVen_Cat1-hAT-Tip100_337	FALSE	NA	NA	6	1	1	2	1	3	1	2	2	1	2	2	1
NonVen_Cat1-hAT-Tip100_256	FALSE	NA	NA	6	1	1	2	1	3	0	1	2	0	2	1	1
NonVen_Cat1-hAT-Tip100_314	FALSE	NA	NA	6	1	1	2	2	1	1	2	1	1	2	2	1
NonVen_Cat1-hAT-Tip100_257	TRUE	NA	NA	3	1	1	1	2	3	1	3	1	1	2	2	0
NonVen_Cat1-hAT-Tip100_258	FALSE	NA	NA	4	0	0	0	0	0	0	0	0	0	0	0	1
NonVen_Cat1-hAT-Tip100_1	FALSE	NA	NA	0	0	0	1	1	1	0	0	0	0	0	0	0
NonVen_Cat1-hAT-Tip100_259	FALSE	NA	NA	5	1	1	1	1	4	0	2	2	0	2	3	1
NonVen_Cat1-hAT-Tip100_138	FALSE	NA	NA	1	0	0	1	1	3	0	2	0	0	1	2	0
NonVen_Cat1-hAT-Tip100_260	FALSE	NA	NA	2	1	0	1	2	3	1	1	0	1	0	2	0
NonVen_Cat1-hAT-Tip100_261	FALSE	NA	NA	4	0	0	1	0	1	0	0	2	0	1	1	1
NonVen_Cat1-hAT-Tip100_262	FALSE	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0
NonVen_Cat1-hAT-Tip100_263	FALSE	NA	NA	6	1	1	1	0	2	1	1	1	1	1	2	0
NonVen_Cat1-hAT-Tip100_380	FALSE	NA	NA	4	1	0	2	0	2	1	1	1	1	1	1	1
NonVen_Cat1-hAT-Tip100_381	FALSE	NA	NA	4	1	0	2	0	2	1	2	1	1	1	1	1
NonVen_Cat1-hAT-Tip100_139	FALSE	NA	NA	3	0	1	0	1	1	0	0	1	0	1	0	0
NonVen_Cat1-hAT-Tip100_409	FALSE	NA	NA	6	1	0	2	1	3	0	1	2	0	1	3	1
NonVen_Cat1-hAT-Tip100_402	FALSE	NA	NA	5	1	1	2	2	4	1	2	2	1	2	2	0
NonVen_Cat1-hAT-Tip100_2	FALSE	NA	NA	7	1	1	2	0	4	0	0	2	0	2	3	1
NonVen_Cat1-hAT-Tip100_403	FALSE	NA	NA	5	1	1	2	1	4	1	3	2	1	1	3	1
NonVen_Cat1-hAT-Tip100_3	FALSE	NA	NA	5	1	1	1	1	4	1	3	1	1	2	2	0
SVSP_Cat1-hAT-Tip100_1	TRUE	NA	NA	6	0	1	0	0	1	0	0	1	0	1	1	1
SVSP_Cat1-hAT-Tip100_2	FALSE	NA	NA	7	1	1	2	1	2	0	1	1	0	1	3	1
SVSP_Cat1-hAT-Tip100_3	FALSE	NA	NA	7	1	1	2	0	2	0	1	1	0	1	3	1
SVSP_Cat1-hAT-Tip100_4	TRUE	NA	NA	7	1	1	2	1	3	0	1	1	0	1	3	1
SVSP_Cat1-hAT-Tip100_5	TRUE	NA	NA	6	1	1	2	2	2	0	0	2	0	1	1	1
SVSP_Cat1-hAT-Tip100_6	TRUE	NA	NA	0	0	0	1	1	1	0	1	0	0	1	0	0
SVSP_Cat1-hAT-Tip100_7	TRUE	110.39	promoter	4	1	1	1	1	3	1	2	2	1	0	3	0
SVSP_Cat1-hAT-Tip100_8	TRUE	NA	NA	7	1	1	2	2	3	1	3	0	1	1	3	1
SVSP_Cat1-hAT-Tip100_9	TRUE	16.3072	promoter	7	1	1	2	1	4	1	2	2	1	1	3	1
SVSP_Cat1-hAT-Tip100_10	TRUE	70.3963	promoter	4	1	1	2	1	2	1	3	2	1	2	3	0
SVSP_Cat1-hAT-Tip100_11	TRUE	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0
NonVen_Cat1-hAT-Tip100_218	FALSE	NA	NA	7	1	1	2	2	4	1	2	2	1	1	3	1
SVSP_Cat1-hAT-Tip100_12	FALSE	NA	NA	5	1	1	1	1	1	0	0	2	0	1	1	1
SVSP_Cat1-hAT-Tip100_13	FALSE	0.657022	promoter	5	1	1	2	2	4	1	2	2	0	2	2	1
SVSP_Cat1-hAT-Tip100_14	FALSE	NA	NA	2	0	0	0	0	0	0	0	0	0	0	1	0
SVSP_Cat1-hAT-Tip100_15	TRUE	NA	NA	7	1	1	2	1	3	0	2	1	0	2	1	1
SVSP_Cat1-hAT-Tip100_16	TRUE	NA	NA	1	0	0	1	1	2	0	2	0	0	1	0	0
SVSP_Cat1-hAT-Tip100_17	TRUE	315.08	promoter	6	1	1	2	2	2	0	0	2	0	1	1	1
SVSP_Cat1-hAT-Tip100_18	TRUE	NA	NA	7	1	1	2	2	4	0	2	1	0	2	3	1
SVSP_Cat1-hAT-Tip100_19	TRUE	1733.43	promoter	7	1	1	1	1	3	1	1	1	1	2	3	0
