id	chrom	start	end	strand	species	short_name
NonVen_Cv1-hAT-Tip100_213	scaffold-ma3	86534312	86534707	+	croVir3	NonVen_Cv1-hAT-Tip100_213
NonVen_Cv1-hAT-Tip100_214	scaffold-ma3	89721133	89721311	-	croVir3	NonVen_Cv1-hAT-Tip100_214
NonVen_Cv1-hAT-Tip100_215	scaffold-ma3	89721824	89722053	-	croVir3	NonVen_Cv1-hAT-Tip100_215
NonVen_Cv1-hAT-Tip100_216	scaffold-ma3	91518805	91519201	-	croVir3	NonVen_Cv1-hAT-Tip100_216
NonVen_Cv1-hAT-Tip100_217	scaffold-ma3	91524095	91524492	-	croVir3	NonVen_Cv1-hAT-Tip100_217
NonVen_Cv1-hAT-Tip100_218	scaffold-ma3	92308148	92308545	-	croVir3	NonVen_Cv1-hAT-Tip100_218
NonVen_Cv1-hAT-Tip100_219	scaffold-ma3	94041993	94042265	-	croVir3	NonVen_Cv1-hAT-Tip100_219
NonVen_Cv1-hAT-Tip100_220	scaffold-ma3	94082441	94082835	+	croVir3	NonVen_Cv1-hAT-Tip100_220
NonVen_Cv1-hAT-Tip100_221	scaffold-ma3	97077654	97078040	-	croVir3	NonVen_Cv1-hAT-Tip100_221
NonVen_Cv1-hAT-Tip100_222	scaffold-ma3	97584129	97584521	+	croVir3	NonVen_Cv1-hAT-Tip100_222
NonVen_Cv1-hAT-Tip100_223	scaffold-ma3	98373009	98373411	+	croVir3	NonVen_Cv1-hAT-Tip100_223
NonVen_Cv1-hAT-Tip100_224	scaffold-ma3	106067689	106068091	-	croVir3	NonVen_Cv1-hAT-Tip100_224
NonVen_Cv1-hAT-Tip100_225	scaffold-ma3	106094603	106095011	+	croVir3	NonVen_Cv1-hAT-Tip100_225
NonVen_Cv1-hAT-Tip100_226	scaffold-ma3	108137409	108137751	-	croVir3	NonVen_Cv1-hAT-Tip100_226
NonVen_Cv1-hAT-Tip100_227	scaffold-ma3	119268123	119268504	-	croVir3	NonVen_Cv1-hAT-Tip100_227
NonVen_Cv1-hAT-Tip100_228	scaffold-ma3	120101283	120101690	-	croVir3	NonVen_Cv1-hAT-Tip100_228
NonVen_Cv1-hAT-Tip100_229	scaffold-ma3	121416805	121417179	-	croVir3	NonVen_Cv1-hAT-Tip100_229
NonVen_Cv1-hAT-Tip100_230	scaffold-ma3	121418773	121419184	+	croVir3	NonVen_Cv1-hAT-Tip100_230
NonVen_Cv1-hAT-Tip100_231	scaffold-ma3	128058846	128059241	-	croVir3	NonVen_Cv1-hAT-Tip100_231
NonVen_Cv1-hAT-Tip100_232	scaffold-ma3	132106206	132106590	+	croVir3	NonVen_Cv1-hAT-Tip100_232
NonVen_Cv1-hAT-Tip100_233	scaffold-ma3	134334431	134334828	-	croVir3	NonVen_Cv1-hAT-Tip100_233
NonVen_Cv1-hAT-Tip100_234	scaffold-ma3	136343195	136343617	+	croVir3	NonVen_Cv1-hAT-Tip100_234
NonVen_Cv1-hAT-Tip100_235	scaffold-ma3	154357015	154357410	-	croVir3	NonVen_Cv1-hAT-Tip100_235
NonVen_Cv1-hAT-Tip100_236	scaffold-ma3	160874123	160874529	+	croVir3	NonVen_Cv1-hAT-Tip100_236
NonVen_Cv1-hAT-Tip100_237	scaffold-ma3	163017205	163017569	+	croVir3	NonVen_Cv1-hAT-Tip100_237
NonVen_Cv1-hAT-Tip100_238	scaffold-ma3	172398429	172398827	-	croVir3	NonVen_Cv1-hAT-Tip100_238
NonVen_Cv1-hAT-Tip100_239	scaffold-ma3	174527881	174528147	+	croVir3	NonVen_Cv1-hAT-Tip100_239
NonVen_Cv1-hAT-Tip100_240	scaffold-ma3	174528262	174528430	+	croVir3	NonVen_Cv1-hAT-Tip100_240
NonVen_Cv1-hAT-Tip100_241	scaffold-ma4	2003894	2004049	-	croVir3	NonVen_Cv1-hAT-Tip100_241
NonVen_Cv1-hAT-Tip100_242	scaffold-ma4	2621042	2621144	+	croVir3	NonVen_Cv1-hAT-Tip100_242
NonVen_Cv1-hAT-Tip100_243	scaffold-ma4	2621856	2622148	+	croVir3	NonVen_Cv1-hAT-Tip100_243
NonVen_Cv1-hAT-Tip100_244	scaffold-ma4	5627925	5628329	-	croVir3	NonVen_Cv1-hAT-Tip100_244
NonVen_Cv1-hAT-Tip100_245	scaffold-ma4	15152544	15152707	+	croVir3	NonVen_Cv1-hAT-Tip100_245
NonVen_Cv1-hAT-Tip100_246	scaffold-ma4	19922672	19923058	-	croVir3	NonVen_Cv1-hAT-Tip100_246
NonVen_Cv1-hAT-Tip100_247	scaffold-ma4	20281308	20281550	-	croVir3	NonVen_Cv1-hAT-Tip100_247
NonVen_Cv1-hAT-Tip100_248	scaffold-ma4	20755715	20756112	-	croVir3	NonVen_Cv1-hAT-Tip100_248
NonVen_Cv1-hAT-Tip100_249	scaffold-ma4	23260712	23260884	+	croVir3	NonVen_Cv1-hAT-Tip100_249
NonVen_Cv1-hAT-Tip100_250	scaffold-ma4	25556090	25556458	+	croVir3	NonVen_Cv1-hAT-Tip100_250
NonVen_Cv1-hAT-Tip100_251	scaffold-ma4	25569032	25569414	-	croVir3	NonVen_Cv1-hAT-Tip100_251
NonVen_Cv1-hAT-Tip100_252	scaffold-ma4	27397511	27397920	-	croVir3	NonVen_Cv1-hAT-Tip100_252
NonVen_Cv1-hAT-Tip100_253	scaffold-ma4	28746131	28746528	-	croVir3	NonVen_Cv1-hAT-Tip100_253
NonVen_Cv1-hAT-Tip100_254	scaffold-ma4	29022740	29023137	-	croVir3	NonVen_Cv1-hAT-Tip100_254
NonVen_Cv1-hAT-Tip100_255	scaffold-ma4	31980699	31981089	-	croVir3	NonVen_Cv1-hAT-Tip100_255
NonVen_Cv1-hAT-Tip100_256	scaffold-ma4	33160358	33160739	+	croVir3	NonVen_Cv1-hAT-Tip100_256
NonVen_Cv1-hAT-Tip100_257	scaffold-ma4	34929425	34929532	-	croVir3	NonVen_Cv1-hAT-Tip100_257
NonVen_Cv1-hAT-Tip100_258	scaffold-ma4	34931464	34931873	+	croVir3	NonVen_Cv1-hAT-Tip100_258
NonVen_Cv1-hAT-Tip100_259	scaffold-ma4	34932866	34933206	+	croVir3	NonVen_Cv1-hAT-Tip100_259
NonVen_Cv1-hAT-Tip100_260	scaffold-ma4	34940792	34940899	+	croVir3	NonVen_Cv1-hAT-Tip100_260
NonVen_Cv1-hAT-Tip100_261	scaffold-ma4	35335195	35335591	-	croVir3	NonVen_Cv1-hAT-Tip100_261
NonVen_Cv1-hAT-Tip100_262	scaffold-ma4	36210983	36211362	+	croVir3	NonVen_Cv1-hAT-Tip100_262
NonVen_Cv1-hAT-Tip100_263	scaffold-ma4	36732965	36733358	+	croVir3	NonVen_Cv1-hAT-Tip100_263
NonVen_Cv1-hAT-Tip100_264	scaffold-ma4	37613369	37613767	+	croVir3	NonVen_Cv1-hAT-Tip100_264
NonVen_Cv1-hAT-Tip100_265	scaffold-ma4	38185036	38185433	-	croVir3	NonVen_Cv1-hAT-Tip100_265
NonVen_Cv1-hAT-Tip100_266	scaffold-ma4	38416912	38417307	+	croVir3	NonVen_Cv1-hAT-Tip100_266
NonVen_Cv1-hAT-Tip100_267	scaffold-ma4	38432351	38432537	+	croVir3	NonVen_Cv1-hAT-Tip100_267
NonVen_Cv1-hAT-Tip100_268	scaffold-ma4	39687932	39688289	+	croVir3	NonVen_Cv1-hAT-Tip100_268
NonVen_Cv1-hAT-Tip100_269	scaffold-ma4	40623987	40624401	+	croVir3	NonVen_Cv1-hAT-Tip100_269
NonVen_Cv1-hAT-Tip100_270	scaffold-ma4	40854435	40854830	-	croVir3	NonVen_Cv1-hAT-Tip100_270
NonVen_Cv1-hAT-Tip100_271	scaffold-ma4	44266463	44266695	+	croVir3	NonVen_Cv1-hAT-Tip100_271
NonVen_Cv1-hAT-Tip100_272	scaffold-ma4	44266696	44266755	+	croVir3	NonVen_Cv1-hAT-Tip100_272
NonVen_Cv1-hAT-Tip100_273	scaffold-ma4	44857368	44857755	+	croVir3	NonVen_Cv1-hAT-Tip100_273
NonVen_Cv1-hAT-Tip100_274	scaffold-ma4	45747846	45748246	-	croVir3	NonVen_Cv1-hAT-Tip100_274
NonVen_Cv1-hAT-Tip100_275	scaffold-ma4	45759867	45760279	-	croVir3	NonVen_Cv1-hAT-Tip100_275
NonVen_Cv1-hAT-Tip100_276	scaffold-ma4	45829468	45829880	-	croVir3	NonVen_Cv1-hAT-Tip100_276
NonVen_Cv1-hAT-Tip100_277	scaffold-ma4	46567341	46567725	-	croVir3	NonVen_Cv1-hAT-Tip100_277
NonVen_Cv1-hAT-Tip100_278	scaffold-ma4	46651724	46651924	+	croVir3	NonVen_Cv1-hAT-Tip100_278
NonVen_Cv1-hAT-Tip100_279	scaffold-ma4	46652470	46652710	+	croVir3	NonVen_Cv1-hAT-Tip100_279
NonVen_Cv1-hAT-Tip100_280	scaffold-ma4	46653263	46653661	+	croVir3	NonVen_Cv1-hAT-Tip100_280
NonVen_Cv1-hAT-Tip100_281	scaffold-ma4	46785856	46786167	+	croVir3	NonVen_Cv1-hAT-Tip100_281
NonVen_Cv1-hAT-Tip100_282	scaffold-ma4	46796934	46797338	+	croVir3	NonVen_Cv1-hAT-Tip100_282
NonVen_Cv1-hAT-Tip100_283	scaffold-ma4	47444222	47444607	-	croVir3	NonVen_Cv1-hAT-Tip100_283
NonVen_Cv1-hAT-Tip100_284	scaffold-ma4	48394123	48394170	-	croVir3	NonVen_Cv1-hAT-Tip100_284
NonVen_Cv1-hAT-Tip100_285	scaffold-ma4	48396146	48396485	-	croVir3	NonVen_Cv1-hAT-Tip100_285
NonVen_Cv1-hAT-Tip100_286	scaffold-ma4	48403731	48403897	-	croVir3	NonVen_Cv1-hAT-Tip100_286
NonVen_Cv1-hAT-Tip100_287	scaffold-ma4	48672368	48672764	-	croVir3	NonVen_Cv1-hAT-Tip100_287
NonVen_Cv1-hAT-Tip100_288	scaffold-ma4	70126357	70126779	-	croVir3	NonVen_Cv1-hAT-Tip100_288
NonVen_Cv1-hAT-Tip100_289	scaffold-ma4	79976688	79977081	+	croVir3	NonVen_Cv1-hAT-Tip100_289
NonVen_Cv1-hAT-Tip100_290	scaffold-ma4	81318351	81318764	+	croVir3	NonVen_Cv1-hAT-Tip100_290
NonVen_Cv1-hAT-Tip100_291	scaffold-ma4	83750743	83751088	-	croVir3	NonVen_Cv1-hAT-Tip100_291
NonVen_Cv1-hAT-Tip100_292	scaffold-ma4	89762431	89762823	-	croVir3	NonVen_Cv1-hAT-Tip100_292
NonVen_Cv1-hAT-Tip100_293	scaffold-ma4	92283972	92284333	-	croVir3	NonVen_Cv1-hAT-Tip100_293
NonVen_Cv1-hAT-Tip100_294	scaffold-ma4	92285609	92285666	-	croVir3	NonVen_Cv1-hAT-Tip100_294
NonVen_Cv1-hAT-Tip100_295	scaffold-ma4	102924386	102924779	+	croVir3	NonVen_Cv1-hAT-Tip100_295
NonVen_Cv1-hAT-Tip100_296	scaffold-ma4	103036099	103036476	+	croVir3	NonVen_Cv1-hAT-Tip100_296
NonVen_Cv1-hAT-Tip100_297	scaffold-ma5	8334234	8334560	-	croVir3	NonVen_Cv1-hAT-Tip100_297
NonVen_Cv1-hAT-Tip100_298	scaffold-ma5	9578061	9578430	-	croVir3	NonVen_Cv1-hAT-Tip100_298
NonVen_Cv1-hAT-Tip100_299	scaffold-ma5	9579637	9580001	-	croVir3	NonVen_Cv1-hAT-Tip100_299
NonVen_Cv1-hAT-Tip100_300	scaffold-ma5	10543578	10543913	-	croVir3	NonVen_Cv1-hAT-Tip100_300
NonVen_Cv1-hAT-Tip100_301	scaffold-ma5	11021434	11021844	+	croVir3	NonVen_Cv1-hAT-Tip100_301
NonVen_Cv1-hAT-Tip100_302	scaffold-ma5	11602235	11602399	-	croVir3	NonVen_Cv1-hAT-Tip100_302
NonVen_Cv1-hAT-Tip100_303	scaffold-ma5	11602841	11602892	-	croVir3	NonVen_Cv1-hAT-Tip100_303
NonVen_Cv1-hAT-Tip100_304	scaffold-ma5	22997637	22998048	+	croVir3	NonVen_Cv1-hAT-Tip100_304
NonVen_Cv1-hAT-Tip100_305	scaffold-ma5	23526089	23526478	+	croVir3	NonVen_Cv1-hAT-Tip100_305
NonVen_Cv1-hAT-Tip100_306	scaffold-ma5	25009006	25009374	-	croVir3	NonVen_Cv1-hAT-Tip100_306
NonVen_Cv1-hAT-Tip100_307	scaffold-ma5	25793074	25793497	+	croVir3	NonVen_Cv1-hAT-Tip100_307
NonVen_Cv1-hAT-Tip100_308	scaffold-ma5	31529368	31529764	-	croVir3	NonVen_Cv1-hAT-Tip100_308
NonVen_Cv1-hAT-Tip100_309	scaffold-ma5	34695141	34695385	+	croVir3	NonVen_Cv1-hAT-Tip100_309
NonVen_Cv1-hAT-Tip100_310	scaffold-ma5	45176872	45177267	-	croVir3	NonVen_Cv1-hAT-Tip100_310
NonVen_Cv1-hAT-Tip100_311	scaffold-ma5	53987390	53987757	+	croVir3	NonVen_Cv1-hAT-Tip100_311
NonVen_Cv1-hAT-Tip100_312	scaffold-ma5	56259054	56259428	-	croVir3	NonVen_Cv1-hAT-Tip100_312
NonVen_Cv1-hAT-Tip100_313	scaffold-ma5	81798308	81798716	+	croVir3	NonVen_Cv1-hAT-Tip100_313
NonVen_Cv1-hAT-Tip100_314	scaffold-ma5	83397076	83397446	-	croVir3	NonVen_Cv1-hAT-Tip100_314
NonVen_Cv1-hAT-Tip100_315	scaffold-ma5	87267096	87267431	-	croVir3	NonVen_Cv1-hAT-Tip100_315
NonVen_Cv1-hAT-Tip100_316	scaffold-ma6	3091783	3091932	-	croVir3	NonVen_Cv1-hAT-Tip100_316
NonVen_Cv1-hAT-Tip100_317	scaffold-ma6	3093057	3093206	-	croVir3	NonVen_Cv1-hAT-Tip100_317
NonVen_Cv1-hAT-Tip100_318	scaffold-ma6	5793262	5793648	-	croVir3	NonVen_Cv1-hAT-Tip100_318
NonVen_Cv1-hAT-Tip100_319	scaffold-ma6	7882617	7883025	+	croVir3	NonVen_Cv1-hAT-Tip100_319
NonVen_Cv1-hAT-Tip100_320	scaffold-ma6	9659835	9660237	-	croVir3	NonVen_Cv1-hAT-Tip100_320
NonVen_Cv1-hAT-Tip100_321	scaffold-ma6	13367658	13368042	+	croVir3	NonVen_Cv1-hAT-Tip100_321
NonVen_Cv1-hAT-Tip100_322	scaffold-ma6	13368789	13369176	+	croVir3	NonVen_Cv1-hAT-Tip100_322
NonVen_Cv1-hAT-Tip100_323	scaffold-ma6	15114930	15115211	+	croVir3	NonVen_Cv1-hAT-Tip100_323
NonVen_Cv1-hAT-Tip100_324	scaffold-ma6	16726401	16726754	-	croVir3	NonVen_Cv1-hAT-Tip100_324
NonVen_Cv1-hAT-Tip100_325	scaffold-ma6	17321315	17321689	+	croVir3	NonVen_Cv1-hAT-Tip100_325
NonVen_Cv1-hAT-Tip100_326	scaffold-ma6	17326041	17326451	+	croVir3	NonVen_Cv1-hAT-Tip100_326
NonVen_Cv1-hAT-Tip100_327	scaffold-ma6	19649235	19649632	+	croVir3	NonVen_Cv1-hAT-Tip100_327
NonVen_Cv1-hAT-Tip100_328	scaffold-ma6	21008584	21008991	-	croVir3	NonVen_Cv1-hAT-Tip100_328
NonVen_Cv1-hAT-Tip100_329	scaffold-ma6	21019377	21019624	-	croVir3	NonVen_Cv1-hAT-Tip100_329
NonVen_Cv1-hAT-Tip100_330	scaffold-ma6	21072631	21072989	+	croVir3	NonVen_Cv1-hAT-Tip100_330
NonVen_Cv1-hAT-Tip100_331	scaffold-ma6	21094974	21095385	+	croVir3	NonVen_Cv1-hAT-Tip100_331
NonVen_Cv1-hAT-Tip100_332	scaffold-ma6	21318047	21318423	+	croVir3	NonVen_Cv1-hAT-Tip100_332
NonVen_Cv1-hAT-Tip100_333	scaffold-ma6	21333170	21333333	+	croVir3	NonVen_Cv1-hAT-Tip100_333
NonVen_Cv1-hAT-Tip100_334	scaffold-ma6	21949328	21949724	+	croVir3	NonVen_Cv1-hAT-Tip100_334
NonVen_Cv1-hAT-Tip100_335	scaffold-ma6	21951947	21951992	+	croVir3	NonVen_Cv1-hAT-Tip100_335
NonVen_Cv1-hAT-Tip100_336	scaffold-ma6	24688172	24688569	-	croVir3	NonVen_Cv1-hAT-Tip100_336
NonVen_Cv1-hAT-Tip100_337	scaffold-ma6	25945233	25945368	+	croVir3	NonVen_Cv1-hAT-Tip100_337
NonVen_Cv1-hAT-Tip100_338	scaffold-ma6	26598292	26598673	+	croVir3	NonVen_Cv1-hAT-Tip100_338
NonVen_Cv1-hAT-Tip100_339	scaffold-ma6	26995636	26995845	-	croVir3	NonVen_Cv1-hAT-Tip100_339
NonVen_Cv1-hAT-Tip100_340	scaffold-ma6	27196858	27197005	-	croVir3	NonVen_Cv1-hAT-Tip100_340
NonVen_Cv1-hAT-Tip100_341	scaffold-ma6	27457475	27457881	+	croVir3	NonVen_Cv1-hAT-Tip100_341
NonVen_Cv1-hAT-Tip100_342	scaffold-ma6	27825013	27825405	-	croVir3	NonVen_Cv1-hAT-Tip100_342
NonVen_Cv1-hAT-Tip100_343	scaffold-ma6	28394388	28394804	-	croVir3	NonVen_Cv1-hAT-Tip100_343
NonVen_Cv1-hAT-Tip100_344	scaffold-ma6	28691866	28692257	-	croVir3	NonVen_Cv1-hAT-Tip100_344
NonVen_Cv1-hAT-Tip100_345	scaffold-ma6	30501359	30501508	+	croVir3	NonVen_Cv1-hAT-Tip100_345
NonVen_Cv1-hAT-Tip100_346	scaffold-ma6	34341417	34341814	-	croVir3	NonVen_Cv1-hAT-Tip100_346
NonVen_Cv1-hAT-Tip100_347	scaffold-ma6	34974400	34974741	-	croVir3	NonVen_Cv1-hAT-Tip100_347
NonVen_Cv1-hAT-Tip100_348	scaffold-ma6	48527859	48528219	+	croVir3	NonVen_Cv1-hAT-Tip100_348
NonVen_Cv1-hAT-Tip100_349	scaffold-ma6	51876678	51877107	+	croVir3	NonVen_Cv1-hAT-Tip100_349
NonVen_Cv1-hAT-Tip100_350	scaffold-ma6	52959850	52960270	-	croVir3	NonVen_Cv1-hAT-Tip100_350
NonVen_Cv1-hAT-Tip100_351	scaffold-ma6	53074828	53074993	-	croVir3	NonVen_Cv1-hAT-Tip100_351
NonVen_Cv1-hAT-Tip100_352	scaffold-ma6	53075016	53075094	+	croVir3	NonVen_Cv1-hAT-Tip100_352
NonVen_Cv1-hAT-Tip100_353	scaffold-ma6	53192011	53192419	-	croVir3	NonVen_Cv1-hAT-Tip100_353
NonVen_Cv1-hAT-Tip100_354	scaffold-ma6	55221484	55221882	+	croVir3	NonVen_Cv1-hAT-Tip100_354
NonVen_Cv1-hAT-Tip100_355	scaffold-ma6	58716448	58716870	-	croVir3	NonVen_Cv1-hAT-Tip100_355
NonVen_Cv1-hAT-Tip100_356	scaffold-ma7	1807370	1807795	-	croVir3	NonVen_Cv1-hAT-Tip100_356
NonVen_Cv1-hAT-Tip100_357	scaffold-ma7	9519396	9519795	-	croVir3	NonVen_Cv1-hAT-Tip100_357
NonVen_Cv1-hAT-Tip100_358	scaffold-ma7	16562919	16563022	+	croVir3	NonVen_Cv1-hAT-Tip100_358
NonVen_Cv1-hAT-Tip100_359	scaffold-ma7	16563863	16564049	+	croVir3	NonVen_Cv1-hAT-Tip100_359
NonVen_Cv1-hAT-Tip100_360	scaffold-ma7	21143597	21143994	+	croVir3	NonVen_Cv1-hAT-Tip100_360
NonVen_Cv1-hAT-Tip100_361	scaffold-ma7	24222818	24223186	-	croVir3	NonVen_Cv1-hAT-Tip100_361
NonVen_Cv1-hAT-Tip100_362	scaffold-ma7	29080609	29081004	+	croVir3	NonVen_Cv1-hAT-Tip100_362
NonVen_Cv1-hAT-Tip100_363	scaffold-ma7	30650969	30651366	-	croVir3	NonVen_Cv1-hAT-Tip100_363
NonVen_Cv1-hAT-Tip100_364	scaffold-ma7	42946495	42946887	+	croVir3	NonVen_Cv1-hAT-Tip100_364
NonVen_Cv1-hAT-Tip100_365	scaffold-ma7	47709073	47709476	+	croVir3	NonVen_Cv1-hAT-Tip100_365
NonVen_Cv1-hAT-Tip100_366	scaffold-ma7	49037341	49037707	-	croVir3	NonVen_Cv1-hAT-Tip100_366
NonVen_Cv1-hAT-Tip100_367	scaffold-ma7	50137017	50137429	+	croVir3	NonVen_Cv1-hAT-Tip100_367
NonVen_Cv1-hAT-Tip100_368	scaffold-ma7	50299855	50300252	+	croVir3	NonVen_Cv1-hAT-Tip100_368
NonVen_Cv1-hAT-Tip100_369	scaffold-ma7	50607670	50608064	-	croVir3	NonVen_Cv1-hAT-Tip100_369
NonVen_Cv1-hAT-Tip100_370	scaffold-ma7	51418433	51418819	-	croVir3	NonVen_Cv1-hAT-Tip100_370
NonVen_Cv1-hAT-Tip100_371	scaffold-ma7	51725309	51725706	+	croVir3	NonVen_Cv1-hAT-Tip100_371
NonVen_Cv1-hAT-Tip100_372	scaffold-ma7	53809913	53810305	+	croVir3	NonVen_Cv1-hAT-Tip100_372
NonVen_Cv1-hAT-Tip100_373	scaffold-ma7	54370317	54370675	-	croVir3	NonVen_Cv1-hAT-Tip100_373
NonVen_Cv1-hAT-Tip100_374	scaffold-ma7	54665991	54666177	-	croVir3	NonVen_Cv1-hAT-Tip100_374
NonVen_Cv1-hAT-Tip100_375	scaffold-mi1	10656029	10656438	+	croVir3	NonVen_Cv1-hAT-Tip100_375
NonVen_Cv1-hAT-Tip100_376	scaffold-mi1	20849628	20850050	+	croVir3	NonVen_Cv1-hAT-Tip100_376
NonVen_Cv1-hAT-Tip100_377	scaffold-mi10	150389	150555	-	croVir3	NonVen_Cv1-hAT-Tip100_377
SVSP_Cv1-hAT-Tip100_1_E	scaffold-mi2	8535725	8536125	+	croVir3	SVSP_Cv1-hAT-Tip100_1
SVSP_Cv1-hAT-Tip100_2_O	scaffold-mi2	8537304	8537701	+	croVir3	SVSP_Cv1-hAT-Tip100_2
SVSP_Cv1-hAT-Tip100_3_O	scaffold-mi2	8540678	8540903	+	croVir3	SVSP_Cv1-hAT-Tip100_3
SVSP_Cv1-hAT-Tip100_4_P	scaffold-mi2	8569276	8569615	+	croVir3	SVSP_Cv1-hAT-Tip100_4
SVSP_Cv1-hAT-Tip100_5_O	scaffold-mi2	8578275	8578677	+	croVir3	SVSP_Cv1-hAT-Tip100_5
SVSP_Cv1-hAT-Tip100_6_O	scaffold-mi2	8579461	8579863	+	croVir3	SVSP_Cv1-hAT-Tip100_6
SVSP_Cv1-hAT-Tip100_7_P	scaffold-mi2	8587753	8588137	+	croVir3	SVSP_Cv1-hAT-Tip100_7
SVSP_Cv1-hAT-Tip100_8_O	scaffold-mi2	8617627	8617784	+	croVir3	SVSP_Cv1-hAT-Tip100_8
SVSP_Cv1-hAT-Tip100_9_P	scaffold-mi2	8627889	8628114	+	croVir3	SVSP_Cv1-hAT-Tip100_9
SVSP_Cv1-hAT-Tip100_10_O	scaffold-mi2	8660251	8660596	+	croVir3	SVSP_Cv1-hAT-Tip100_10
SVSP_Cv1-hAT-Tip100_11_O	scaffold-mi2	8661171	8661568	+	croVir3	SVSP_Cv1-hAT-Tip100_11
SVSP_Cv1-hAT-Tip100_12_P	scaffold-mi2	8664054	8664445	+	croVir3	SVSP_Cv1-hAT-Tip100_12
SVSP_Cv1-hAT-Tip100_13_O	scaffold-mi2	8682615	8682840	+	croVir3	SVSP_Cv1-hAT-Tip100_13
SVSP_Cv1-hAT-Tip100_14_O	scaffold-mi2	8683322	8683547	+	croVir3	SVSP_Cv1-hAT-Tip100_14
SVSP_Cv1-hAT-Tip100_15_O	scaffold-mi2	8683798	8683871	+	croVir3	SVSP_Cv1-hAT-Tip100_15
SVSP_Cv1-hAT-Tip100_16_O	scaffold-mi2	8705842	8706067	+	croVir3	SVSP_Cv1-hAT-Tip100_16
SVSP_Cv1-hAT-Tip100_17_P	scaffold-mi2	8707420	8707822	+	croVir3	SVSP_Cv1-hAT-Tip100_17
SVSP_Cv1-hAT-Tip100_18_O	scaffold-mi2	8728064	8728451	+	croVir3	SVSP_Cv1-hAT-Tip100_18
SVSP_Cv1-hAT-Tip100_19_O	scaffold-mi2	8728929	8729236	+	croVir3	SVSP_Cv1-hAT-Tip100_19
SVSP_Cv1-hAT-Tip100_20_O	scaffold-mi2	8729589	8729982	+	croVir3	SVSP_Cv1-hAT-Tip100_20
SVSP_Cv1-hAT-Tip100_21_E	scaffold-mi2	8735859	8736080	+	croVir3	SVSP_Cv1-hAT-Tip100_21
SVSP_Cv1-hAT-Tip100_22_E	scaffold-mi2	8737216	8737610	+	croVir3	SVSP_Cv1-hAT-Tip100_22
SVSP_Cv1-hAT-Tip100_23_P	scaffold-mi2	8739439	8739827	+	croVir3	SVSP_Cv1-hAT-Tip100_23
SVSP_Cv1-hAT-Tip100_24_P	scaffold-mi2	8751381	8751778	+	croVir3	SVSP_Cv1-hAT-Tip100_24
SVSP_Cv1-hAT-Tip100_25_E	scaffold-mi2	8753587	8753989	+	croVir3	SVSP_Cv1-hAT-Tip100_25
SVSP_Cv1-hAT-Tip100_26_O	scaffold-mi2	8777999	8778224	-	croVir3	SVSP_Cv1-hAT-Tip100_26
SVSP_Cv1-hAT-Tip100_27_O	scaffold-mi2	8798308	8798533	-	croVir3	SVSP_Cv1-hAT-Tip100_27
SVSP_Cv1-hAT-Tip100_28_E	scaffold-mi2	8828171	8828565	+	croVir3	SVSP_Cv1-hAT-Tip100_28
SVSP_Cv1-hAT-Tip100_29_O	scaffold-mi2	8839043	8839224	+	croVir3	SVSP_Cv1-hAT-Tip100_29
SVSP_Cv1-hAT-Tip100_30_O	scaffold-mi2	8840560	8840957	+	croVir3	SVSP_Cv1-hAT-Tip100_30
SVSP_Cv1-hAT-Tip100_31_O	scaffold-mi2	8850762	8851149	-	croVir3	SVSP_Cv1-hAT-Tip100_31
SVSP_Cv1-hAT-Tip100_32_O	scaffold-mi2	8852356	8852580	-	croVir3	SVSP_Cv1-hAT-Tip100_32
SVSP_Cv1-hAT-Tip100_33_P	scaffold-mi2	8879311	8879686	-	croVir3	SVSP_Cv1-hAT-Tip100_33
SVSP_Cv1-hAT-Tip100_34_O	scaffold-mi2	8901178	8901541	+	croVir3	SVSP_Cv1-hAT-Tip100_34
SVSP_Cv1-hAT-Tip100_35_O	scaffold-mi2	8923268	8923667	+	croVir3	SVSP_Cv1-hAT-Tip100_35
SVSP_Cv1-hAT-Tip100_36_O	scaffold-mi2	8924100	8924136	+	croVir3	SVSP_Cv1-hAT-Tip100_36
SVSP_Cv1-hAT-Tip100_37_P	scaffold-mi2	8947640	8948034	-	croVir3	SVSP_Cv1-hAT-Tip100_37
NonVen_Cv1-hAT-Tip100_378	scaffold-mi3	9369652	9370044	+	croVir3	NonVen_Cv1-hAT-Tip100_378
NonVen_Cv1-hAT-Tip100_379	scaffold-mi3	10962035	10962160	+	croVir3	NonVen_Cv1-hAT-Tip100_379
NonVen_Cv1-hAT-Tip100_380	scaffold-mi4	2136161	2136557	-	croVir3	NonVen_Cv1-hAT-Tip100_380
NonVen_Cv1-hAT-Tip100_381	scaffold-mi4	3450293	3450616	+	croVir3	NonVen_Cv1-hAT-Tip100_381
NonVen_Cv1-hAT-Tip100_382	scaffold-mi4	6915800	6916189	+	croVir3	NonVen_Cv1-hAT-Tip100_382
NonVen_Cv1-hAT-Tip100_383	scaffold-mi5	10212183	10212592	-	croVir3	NonVen_Cv1-hAT-Tip100_383
NonVen_Cv1-hAT-Tip100_384	scaffold-mi5	11021212	11021605	-	croVir3	NonVen_Cv1-hAT-Tip100_384
NonVen_Cv1-hAT-Tip100_385	scaffold-mi5	13032436	13032623	+	croVir3	NonVen_Cv1-hAT-Tip100_385
